OUTLET NAME,MERCHANT NAME,ADDRESS1,ADDRESS2,AREA,CITY,PINCODE,STATE,NEW CATEGORY,ENABLED WITH BQR CODE
More,More Retail Limited,5a 3a Block 4a,Tilak Nagar,Tilak Nagar,New Delhi,110018,New Delhi,SUPER MARKET,NO
More,More Retail Limited,Aravali Vihar,Sainik Colony,Sector 49,Faridabad,121001,Haryana,SUPER MARKET,NO
More,More Retail Limited,Near Park Plaza Hotel,Huda Market,Sector 21c,Faridabad,121001,Haryana,SUPER MARKET,NO
More,More Retail Limited,The Esplanade Mall Sector 37 C,Near Alpine Convent School,Basai Village,Gurgaon,122001,Haryana,SUPER MARKET,NO
More,More Retail Limited,City Mall Near Gt Road,Mullanpur,Ludhiana,Ludhiana,141101,Punjab,SUPER MARKET,NO
More,More Retail Limited,Old Court Road,Opp Baradhari Garden,Satgur Nagar,Nawanshahr,144514,Punjab,SUPER MARKET,NO
More,More Retail Limited,G 6 Part Rakesh Marg,Kamala Nagar Pocket F,Nehru Nagar Iii,Ghaziabad,201005,Uttar Pradesh,SUPER MARKET,NO
More,More Retail Limited,Plot No 19 20,Golden Residency Enclave Mall Road,Indirapuram,Ghaziabad,201010,Uttar Pradesh,SUPER MARKET,NO
More,More Retail Limited,Ground Floor Plot No 13 Survey No 293 Ward 4,Block 3 Besides Hdfc Bank,Bagh Hayathnagar,Hyderabad,500049,Telangana,SUPER MARKET,NO
More,More Retail Limited,Block G Ramky One Marvel,Prakasham Panthulu Nagar,Rodamestri Nagar,Hyderabad,500055,Telangana,SUPER MARKET,NO
More,More Retail Limited,7 Rd Number 1 Saket,Sainikpuri,Secunderabad,Hyderabad,500056,Telangana,SUPER MARKET,NO
More,More Retail Limited,Survey No 92 Plot No 196,Bandalaguda Arunodaya Nagar,Nagole,Hyderabad,500068,Telangana,SUPER MARKET,NO
More,More Retail Limited,Sri Indraprastha Colony Krushi Nagar,Bandlaguda Nagole,Nagole,Hyderabad,500068,Telangana,SUPER MARKET,NO
More,More Retail Limited,Rajappa Nagar,Dwarakamai Nagar Colony,Vanasthalipuram,Hyderabad,500070,Telangana,SUPER MARKET,NO
More,More Retail Limited,6 28 Kodandaram Nagar Rd Sainath Colony, P And T Colony Dilsukhnagar,Dilsukhnagar,Hyderabad,500075,Telangana,SUPER MARKET,NO
More,More Retail Limited,9 82 Old Gayatri Nagar,Ambedkar Nagar,Jillalguda,Hyderabad,500079,Telangana,SUPER MARKET,NO
More,More Retail Limited,Ground Floor Elite Business Complex,Pragathi Nagar Main Rd Manjeera Tank Road,Pragathi Nagar,Hyderabad,500090,Telangana,SUPER MARKET,NO
More,More Retail Limited,Veerbhadra Colony,Ipm Blood Bank Colony,Hayathnagar,Hyderabad,501505,Telangana,SUPER MARKET,NO
More,More Retail Limited,Ground Floor D No 13 94 And 13 95 Main Road,Nagarkurnool,Nagarkurnool District,Hyderabad,501505,Telangana,SUPER MARKET,NO
More,More Retail Limited,Veera Reddy Colony,Ameenpur,Miyapur,Hyderabad,502032,Telangana,SUPER MARKET,NO
More,More Retail Limited,Medak Main Rd Sri Sai Nagar,Auto Nagar Medak,Medak,Hyderabad,502110,Telangana,SUPER MARKET,NO
More,More Retail Limited,Veera Reddy Colony,Ameenpur,Ameenpur,Hyderabad,502319,Telangana,SUPER MARKET,NO
More,More Retail Limited,After Temple,Near To Dhanalakshmi Bank,Kanteshwar,Nizamabad,503002,Telangana,SUPER MARKET,NO
More,More Retail Limited,Vemulawada Rd,Mankamma Thota,Karimnagar,Karimnagar,505002,Andhra Pradesh,SUPER MARKET,NO
More,More Retail Limited,Residential Colony Rd No 1 Weekly Market Area,Gowthaminagar Ramagundam Fertilizer City Rd,Ramagundam,Godavarikhani,505210,Telangana,SUPER MARKET,NO
More,More Retail Limited,Vijayapal Colony,Wadepally,Wadepally,Hanamkonda,506001,Telangana,SUPER MARKET,NO
More,More Retail Limited,Ground Floor 166 To 168,Raparthi Rangarao Residence,Bruhanapuram,Khammam,507001,Telangana,SUPER MARKET,NO
More,More Retail Limited,Vvc Complex Wyra Rd,Vdo S Colony,Khammam,Khammam,507001,Telangana,SUPER MARKET,NO
More,More Retail Limited,Suryapet Warangal Rd,Manasa Nagar,Suryapet,Hyderabad,508213,Telangana,SUPER MARKET,NO
More,More Retail Limited,Netaji Market,Laxmidevipalle Rural,Kothagudem,Hyderabad,509103,Telangana,SUPER MARKET,NO
More,More Retail Limited,3 1476,Gopuram Main Rd,Puttaparthi,Puttaparthi,515134,Andhra Pradesh,SUPER MARKET,NO
More,More Retail Limited,Checkpost 87/578,Road Madhavnagar,Nandyal,Kurnool,518001,Andhra Pradesh,SUPER MARKET,NO
More,More Retail Limited,Avanigadda,Avanigadda,Avanigadda,Avanigadda,521121,Andhra Pradesh,SUPER MARKET,NO
More,More Retail Limited,A P H B Colony,Kadapa,Kadapa,Kadapa,523301,Andhra Pradesh,SUPER MARKET,NO
More,More Retail Limited,Bengaluru Bilappa Garden,Ganganagar,Ganganagar,Bangalore,560032,Karnataka,SUPER MARKET,NO
More,More Retail Limited,1st Main Rd Govindaraja Nagar Ward,Madava Upanagara,Vijayanagar,Bangalore,560040,Karnataka,SUPER MARKET,NO
More,More Retail Limited,13 1st Main Rd Hanumagiri,Nisarga Layout,Chikkalasandra,Bangalore,560061,Karnataka,SUPER MARKET,NO
More,More Retail Limited,Bm Road Besides Police Bavana,Haji Nagar,Ramanagara,Ramanagar,562159,Karnataka,SUPER MARKET,NO
More,More Retail Limited,8th Main Rd Vijay Nagar,3rd Stage Vijayanagar,Vijayanagar,Mysore,570012,Karnataka,SUPER MARKET,NO
More,More Retail Limited,Bangali St,Virajpet,Virajpet,Virajpet,571218,Karnataka,SUPER MARKET,NO
More,More Retail Limited,196 Sks Complex Opposite Mdcc Bank,Near Ksrtc Bus Stand,Krishnarajpete,Mandya,571426,Karnataka,SUPER MARKET,NO
More,More Retail Limited,Khata No 243 And 244,Ward No 8,Salegame Road,Hassan,573201,Karnataka,SUPER MARKET,NO
More,More Retail Limited,Pandeshwar,Mangalore,Mangalore,Mangalore,575001,Karnataka,SUPER MARKET,NO
More,More Retail Limited,No 115a 115b 115 C And 116,Hosayellapur Malamaddi Station Road,Malamaddi,Dharwad,580001,Karnataka,SUPER MARKET,NO
More,More Retail Limited,Babu Complex,Manjadi Po,Thiruvalla,Thiruvalla,689105,Kerala,SUPER MARKET,NO
Compass,Compass India Food Services Private Limited,In1010155t Bny Mellon India Prestige Alphatech,Hw4q 78p Yashwant Nagar Shankar Nagar Ashoka Nagar,Kharadi,Pune,411014,Maharashtra,CANTEEN / CATERERS,NO
Mcdonalds Family Restaurants,Hardcastle Restaurants Private Limited,Sho5a Grd Floor Lulu International Shopping,"Malls Pvt Ltd M C Road, Nattakom Opp Nipp Toyota",Manipuzha,Kottyam,686013,Kerala,FAST FOOD,NO
Mcdonalds Family Restaurants,Hardcastle Restaurants Private Limited,Inner Ring Road S No 132 2b Door No 59a 1 1,New P And T Colony No 2 Patamata,Vijaya Krishna District,Vijayawada,520008,Andhra Pradesh,FAST FOOD,NO
Mcdonalds Family Restaurants,Hardcastle Restaurants Private Limited,Magneto The Mall Ground Floor Shop No Gf 6, G E Road N H 6 Labhandi,Labhandi,Raipur,492001,Chhattisgarh,FAST FOOD,NO
Mcdonalds Family Restaurants,Hardcastle Restaurants Private Limited,City Centre Ambuja Mall,Vidhan Sabha Road,Village Mowa,Raipur,492001,Chhattisgarh,FAST FOOD,NO
Mcdonalds Family Restaurants,Hardcastle Restaurants Private Limited,Survey No 385/1 390 National Highway 8,Opp L And T Knowledge City,Bapod,Vadodara,390019,Gujarat,FAST FOOD,NO
Mcdonalds Family Restaurants,Hardcastle Restaurants Private Limited,Landmark Next To Nidh Hotel,Opposite Maxus Mall,Opposite Maxus Mall,Thane,401101,Maharashtra,FAST FOOD,NO
Mcdonalds Family Restaurants,Hardcastle Restaurants Private Limited,Forum Centre City Mall,No 8 And N 5,Hyder Ali Road,Mysore,570010,Karnataka,FAST FOOD,NO
Mcdonalds Family Restaurants,Hardcastle Restaurants Private Limited,Survey No 69/19 And 69/1d,No 76 Old No 53 Madanandapuram Village,Kanchipuram District,Kanchipuram,600125,Tamil Nadu,FAST FOOD,NO
Mcdonalds Family Restaurants,Hardcastle Restaurants Private Limited,Survey Number 40 And 41 Uppal,Narapally Village Near Hpcl Petrol Pump,Narapally Village,Hyderabad,500088,Telangana,FAST FOOD,NO
Mcdonalds Family Restaurants,Hardcastle Restaurants Private Limited,Oasis Mall Gr Flr,Meena Theatre Murarji Peth,Murarji Peth,Solapur,413001,Maharashtra,FAST FOOD,NO
More,More Retail Limited,Hudco Rd Vijayapur,Kk Colony,Vijayapura,Bijapur,586109,Karnataka,SUPER MARKET,NO
More,More Retail Limited,Ground Floor D No 6 1195,Seetharamapuram Jaggaiahpet,Jaggaiahpet,Jaggaiahpet,521175,Andhra Pradesh,SUPER MARKET,NO
Mcdonalds Family Restaurants,Hardcastle Restaurants Private Limited,Survey No 115/1 B Ecr Road,Periyamudaliyarchavady Kottakuppam,Vanur Taluk Villupuram,Pondicherry,604154,Tamil Nadu,FAST FOOD,NO
Vendiman Private Limited,Vendiman Private Limited,Solaredge 005,Primeco Towers,Omkar Nagar,Bangalore,560076,Karnataka,SUPER MARKET,NO
Vendiman Private Limited,Vendiman Private Limited,Brigade Deccan Heights Unit No 805 To 809 8th Flr,42 5th Mile Tumkur Road,Yeshwanthpur,Bangalore,560022,Karnataka,SUPER MARKET,NO
Vendiman Private Limited,Vendiman Private Limited,Tata Consultancy Ser Ltd Ashoka Business,Sr No 113/2 Wadala,Indira Nagar Wadala Rd,Nashik,422009,Maharashtra,SUPER MARKET,NO
Smart,Reliance Retail Ltd,Th8k Avantika Ghaziabad Plot No C 01,Signature Street,Signature Street,Ghaziabad,201001,Uttar Pradesh,SUPER MARKET,NO
Smart,Reliance Retail Ltd,T191 Arzi No 3014 And 3017 Kh,Mauza Billi Markundi Pargana Agori Tehsil,Obra Dist Sonebhadra,Obra,231205,Uttar Pradesh,SUPER MARKET,NO
Smart,Reliance Retail Ltd,T1x8 Ishwari Westend Survey No 103/2 104/2/1105/4,104/3 104/6/2 105/1 105/2 Vlg,Hukmakhedi Rajendranagar Ab Road,Indore,452012,Madhya Pradesh,SUPER MARKET,NO
Smart,Reliance Retail Ltd,T2bc Rangasamuthiram Kovai Main Road,Sur No 64/4b Ts No 2/2b Ward E Block 6,Sathyamangalam,Sathyamangalam,638401,Tamil Nadu,SUPER MARKET,NO
Smart,Reliance Retail Ltd,T7ha Gf D No 11 21sy No 410/3,Inkollu Village And Mandal And Bapatla,District Inkollu,Bapatla,523167,Andhra Pradesh,SUPER MARKET,NO
Smart,Reliance Retail Ltd,T49i Smart Mulanthuruthy David Tower,Near Mar Thoman Cathedral Mulanthuruthy,Po Mulanthuruthy,Ernakulam,682314,Kerala,SUPER MARKET,NO
Smart,Reliance Retail Ltd,T33x Diamond Avenue Survey No 124 1 122 Main Road,Opposite Shinde College Bhadrawati Dist,Chandrapur Bhadravati,Bhadravati,442902,Karnataka,SUPER MARKET,NO
Smart,Reliance Retail Ltd,T0u9 Survey No 9/4 H 1,Village Dabolim Shantilal Retail Park,Ugf Ff South Goa,Goa,403711,Goa,SUPER MARKET,NO
Smart,Reliance Retail Ltd,T5wh Gf Ff Sf Dag No 615 And 616 Patta No 517,Revenue Village Dolaigaon Part I,Po And Ps Bongaigaon,Bongaigaon,783380,Assam,SUPER MARKET,NO
Smart,Reliance Retail Ltd,T83c H No 2 14 193/2/1 Ward No 1,Kmrp Gulbarga Road Lingsugur,District Raichur Lingsugur,Raichur,584122,Karnataka,SUPER MARKET,NO
Smart ,Reliance Retail Ltd,Tzb7 Rajapalayam No 98 Sankarankovil,Main Road Near New Bus Stand,Rajapalayam,Rajapalayam,626117,Tamil Nadu,SUPER MARKET,NO
More,More Retail Limited,10 4 Dharmpura Colony,Jalandhar Road Qadian,Chungi,Batala,143505,Punjab,SUPER MARKET,NO
More,More Retail Limited,1048 Opp Keb Office,Mb Road Kolar,Mb Road Kolar,Bangalore,563101,Karnataka,SUPER MARKET,NO
More,More Retail Limited,15881511 203 1584 Beml 4th Phase,Jawaharlal Nekru Rd,Rajarajeshwari Nagar,Bangalore,560098,Karnataka,SUPER MARKET,NO
More,More Retail Limited,184y 12th Main 3rd Block,Rajajinagar,Rajajinagar,Bangalore,560046,Karnataka,SUPER MARKET,NO
More,More Retail Limited,4 H Barasat Road,Palta Barrackpore,Palta Barrackpore,Kolkata,700122,West Bengal,SUPER MARKET,NO
More,More Retail Limited,49 2 Bose Para G T Road,P O Baidyabatti,P S Sreerampore,Hooghly,712222,West Bengal,SUPER MARKET,NO
More,More Retail Limited,57th Street,Koratuur,Koratuur,Chennai,600053,Tamil Nadu,SUPER MARKET,NO
More,More Retail Limited,612 Sodepu Road,E Madhyamgram,E Madhyamgram,Kolkata,700129,West Bengal,SUPER MARKET,NO
More,More Retail Limited,89 1 Haripada Biswas Sarani,New Barrackpore,Konnagar,Kolkata,700131,West Bengal,SUPER MARKET,NO
More,More Retail Limited,A 910,S Kalyani,P O  P S Kalyani Nadia,Kolkata,741235,West Bengal,SUPER MARKET,NO
More,More Retail Limited,Anjanadri Towers Ivc,Venkateshwara Theatre Circle,Chandapura Road,Anekal,562106,Karnataka,SUPER MARKET,NO
More,More Retail Limited,Gitanjali Apartment,K N Road,Behrampore,Murshidabad,742101,West Bengal,SUPER MARKET,NO
More,More Retail Limited,Gorbati Doltala,P O Buroshibtala P S Chinsurah,Chinsurah Hooghly,Kolkata,712105,West Bengal,SUPER MARKET,NO
More,More Retail Limited,Ground Floor D No 3 118 Sy No 62 3 4 And 5,M V V Greens Near Dasapalla Layout,Sagar Nagar,Vizag,530045,Andhra Pradesh,SUPER MARKET,NO
More,More Retail Limited,Ground Floor H No 9 118,Ashok Nagar Behind Ashok Nagar,Vijayawada Krishna Dept,Vijayawada,520003,Andhra Pradesh,SUPER MARKET,NO
More,More Retail Limited,H No 27 1 1162 1st Street Near Ganesh Temple,Ramji Nagar Balaji Nagar Extn,Nellore,Vijayawada,524002,Andhra Pradesh,SUPER MARKET,NO
More,More Retail Limited,Infosys Campus,Chandigarh Technology Park ,Near Vill Kishangarh,Chandigarh,160101,Chandigarh,SUPER MARKET,NO
More,More Retail Limited,Khasra No 100 5 3,Gumtala Ajnala Road,Gumtala Ajnala Road,Amritsar,143101,Punjab,SUPER MARKET,NO
More,More Retail Limited,Kodigehalli 1,Vrupakshspura Thindlu,Main Road,Bangalore,560097,Karnataka,SUPER MARKET,NO
More,More Retail Limited,Mansa Opposite Hdfc Bank,Water Works Road,Water Works Road,Mansa,151505,Gujarat,SUPER MARKET,NO
More,More Retail Limited,Pocket H,Beta 2 Greater Noida,Beta 2 Greater Noida,Greater Noida,201307,Uttar Pradesh,SUPER MARKET,NO
More,More Retail Limited,Aditya Tower,Opp Manjunatha Hospital,Shetty Halli Main Road,Tumkur,572102,Karnataka,SUPER MARKET,NO
More,More Retail Limited,Phase 1,Sathvachari Vellore,Sathvachari Vellore,Vellore,632011,Tamil Nadu,SUPER MARKET,NO
More,More Retail Limited,Plot No 488b 488c And 488d,Survey Nos 603 648 And 649 Gk Interior Towers,Opp To Canara Bank,Nellore,524003,Andhra Pradesh,SUPER MARKET,NO
More,More Retail Limited,Sarat Biswas Road,Kacharipara P O P S  Bashirhat,24 Parganas N,Kolkata,743411,West Bengal,SUPER MARKET,NO
More,More Retail Limited,Sco 215,Sector 37,Sector 37,Chandigarh,160036,Chandigarh,SUPER MARKET,NO
More,More Retail Limited,S No 429 430 And 431,Municipal Ward No 13 Ground Floor,Bobbili Dist Vizayanagaram,Bobbili,535558,Andhra Pradesh,SUPER MARKET,NO
More,More Retail Limited,Sohal Party Hall,Main Road Dasuya,Main Road Dasuya,Dasuya,144205,Punjab,SUPER MARKET,NO
More,More Retail Limited,Subham Marriage Hall ,Tarapukur Ghosh Para,Main Road P O Agarpara,Kolkata,700109,West Bengal,SUPER MARKET,NO
More,More Retail Limited,Survey No 124 9 Khata No 8 1 1 8,Near Ksrtc Bus Stop,Nellikatte Puttur,Puttur,574201,Andhra Pradesh,SUPER MARKET,NO
More,More Retail Limited,Survey No 456 No 5 3 79,Municipal Ward No 15,K N F Road,Amalapuram,533201,Andhra Pradesh,SUPER MARKET,NO
More,More Retail Limited,Thiruneermalai Road ,Temple View Street,Pallavaram,Chennai,600043,Tamil Nadu,SUPER MARKET,NO
More,More Retail Limited,Uttarpara Ward No 15,Rajendra Avenue Hooghly,Rajendra Avenue Hooghly,Kolkata,712258,West Bengal,SUPER MARKET,NO
More,More Retail Limited,V Btower,Opposite College Stadium,Circular Road Nabha,Nabha,147201,Punjab,SUPER MARKET,NO
Star Bazaar - Sm77,Trent Hypermarket Pvt Ltd,Amulya Square Plot No 6,Maple Homes Kapra Village,Medchal Malkajgiri District,Hyderabad,500062,Telangana,SUPER MARKET,NO
Spencers Retail Limited,Spencers Retail Limited,S119 Capital One Unit No 3 4 5 And 6,Plot No Jl No 110 88 New Number 90,Mouza Siliguri Parangans,Siliguri,734005,West Bengal,SUPER MARKET,NO
Itc,Technobubble Innovation Lab Pvt Ltd,Good Earth City Centre,312 3rd Floor,Sector 50,Gurgaon,122018,Haryana,E-COMMERCE,NO
Adyar Ananda Bhavan,Adyarananda Bhavan Sweets India Pvt Ltd,Sy No 441 And621 Of Vepanapalli Rev Village,G P Mandal Road Tirupathi Road,Puttalapattu Main Road,Chittoor,517124,Andhra Pradesh,SWEETS /BAKERIES / DRY FRUITS / DAIRY PRODUCTS/  OTHERS,NO
Reliance Smart,Reliance Retail Ltd,Ti3h Pratap Mills,Gf Survey No 227,Amalner,Amalner,425401,Maharashtra,SUPER MARKET,NO
Reliance Smart,Reliance Retail Ltd,T9ua No 1631/1a/1,Miraj Road Athani,Belgaum Athni,Belgaum,591304,Karnataka,SUPER MARKET,NO
Reliance Smart,Reliance Retail Ltd,Ta2v No 5194/2758/P 52,N M Road,N M Road,Chikodi,591201,Karnataka,SUPER MARKET,NO
Reliance Smart,Reliance Retail Ltd,T13d Unity Towers 26th Mile Junction,Kk Road Kanjirappally,Kottayam,Kanjirappally,686507,Kerala,SUPER MARKET,NO
Reliance Smart,Reliance Retail Ltd,Tzuo No 174 Pudukottai Road,Tvs Tollgate Trichy,Trichy,Tiruchirapalli,620020,Tamil Nadu,SUPER MARKET,NO
Mosaic Wellness Private Limited,Mosaic Wellness Private Limited,6th Floor Thane One,G B Road Dil Complex,Majiwada,Thane,400610,Maharashtra,E-COMMERCE,NO
Mcdonalds Family Restaurants,Hardcastle Restaurants Private Limited,Nyati Kharadi Shop No 26 And 27 Gr Floor,Nyati Plaza Survey No 12 Hissa No 1a,Kharadi,Pune,411014,Maharashtra,FAST FOOD,NO
Akshayakalpa Farms And Foods Pvt Ltd,Akshayakalpa Farms And Foods Pvt Ltd,No 367 G Sharadanagar,3 Rd Main Road,Tiptur,Tumkur,572201,Karnataka,E-COMMERCE,NO
Pizza Hut - P791,Devyani International Limited,Shop No 3 4 Kailash Vaibhav Building Plot 21,Koper Khairane Vashi Road,Kopar Khairane,Navi Mumbai,400709,Maharashtra,FAST FOOD,NO
Pizza Hut - P778,Devyani International Limited,Ground Floor Food Court Viraj Junction,Toll Plaza Gp No 3777/ 1 To 4,Koganoli,Chikodi,591229,Karnataka,FAST FOOD,NO
Pizza Hut - P636,Devyani International Limited,Shop 19 20 21 3rd Flr Food Court,East Point Kurla Jagruti Nagar Police Colony,Kurla East,Mumbai,400024,Maharashtra,FAST FOOD,NO
Pizza Hut - P455,Devyani International Limited,79/1 Aishwarya Sampurna,Vani Vilas Road,Basavanagudi,Bangalore,560004,Karnataka,FAST FOOD,NO
Pizzahut - P421,Devyani International Limited,Plot No 151 152 153 Ground Floor,Bellandur Village Varthur Hobli,Varthur Hobli,Bangalore,560103,Karnataka,FAST FOOD,NO
Pizza Hut - P497,Devyani International Limited,G01 Ugf Secura Mall,Thazha Chova Kannur Kerala,Thazha Chova,Kannur,670018,Kerala,FAST FOOD,NO
Grace Super Market,Grace Mart Private Limited,Plot No 19 20 American Advent Mission Housing,Perumbakkam Chennai,Perumbakkam,Chennai,600100,Tamil Nadu,SUPER MARKET,YES
Reliance Smart,Reliance Retail Ltd,T4fw Gf Ff Sf No 50 Survey No 38 A 1b Iddya,Village Suratkal Hobli Krishnapura Road Suratkal,Suratkal Manglore Taluk,Mangalore,575014,Karnataka,SUPER MARKET,NO
Reliance Smart,Reliance Retail Ltd,T64i Survey No 15/7 And 15/7a,Alagarkoil Main Road,Kadachanendal Madurai,Madurai,625107,Tamil Nadu,SUPER MARKET,NO
Reliance Smart,Reliance Retail Ltd,T81c Khewat N395 408 Khn431 444 Kadbast N89,Khasara N2/17/1 18/1/1 Vlg Khaira Nr Trend Store,Tula Ram Chowk Narnaul Rd,Mahendragarh,123029,Haryana,SUPER MARKET,NO
Reliance Smart,Reliance Retail Ltd,T9ud Plot No 658/1990 Khata No 614/69,Ranjanpali Chowk Near To Idbi Bank,Boudh,Boudh,762014,Orissa,SUPER MARKET,NO
Reliance Smart,Reliance Retail Ltd,T6dd Gf Sur No 77/17 Natham New 77/17b,Renasingapuram Village Melur Main Road,Tirupathur,Tirupathur,630211,Tamil Nadu,SUPER MARKET,NO
Mcdonalds Family Restaurants,Hardcastle Restaurants Private Limited,Ground Floor Brigade Uptown Mall,Survey No 49 Huskur Village,Bidarahalli Hobli,Bangalore,562129,Karnataka,FAST FOOD,NO
Natures Basket Ltd,Natures Basket Ltd,Final Plot No 1 2 1 Town Planning Scheme No 1,Of Thaltej,Palladium Ahmedabad,Ahmedabad,380054,Gujarat,SUPER MARKET,NO
Vendiman Private Limited,Vendiman Private Limited,Societe Generale,019 Tower A Peninsula Business Park,Lower Parel,Mumbai,400013,Maharashtra,SUPER MARKET,NO
Grace Super Market,Grace Mart Private Limited,Plot No 420 Hig Type Tnhb Colony Mambakkam Main Rd,Sithalapakkam Chennai Chengalpattu,Sithalapakkam,Chennai,600127,Tamil Nadu,SUPER MARKET,YES
Pizza Hut - P928,Devyani International Limited,Jl No 12 R S Dag No 921 Ground Floor,Mouza Raigachi Police Station Rajarhat,Main Road District North 24 Praganas,South 24 Parganas,700135,West Bengal,FAST FOOD,NO
Pizza Hut - P900,Devyani International Limited,Ugf And First Floor Shop No 67 And 68,Amayra Emporiokharar Kurali Road,Kharar,Rupnagar,140301,Punjab,FAST FOOD,NO
Pizza Hut - P805,Devyani International Limited,Upper Ground Floorunit No 13 Sector 118,Tdi Park Street Airport Road,Sas Nagar Mohali,Mohali,140301,Punjab,FAST FOOD,NO
Pizza Hut - P634,Devyani International Limited,Hilite Mall Trissur G 1003 Shop No T016,3rd Flr Food Court Kuttanellur Bypass Bridge,Hill Gardens Housing Colony,Thrissur,680014,Kerala,FAST FOOD,NO
Pizza Hut - P606,Devyani International Limited,D 26d27 And Wz 153,Village Hastal Colony,Uttam Nagar,Delhi,110059,New Delhi,FAST FOOD,NO
Pizza Hut - P912,Devyani International Limited,Food Court Namo Ghat,Rajghat Varanasi,Rajghat,Varanasi,221001,Uttar Pradesh,FAST FOOD,NO
Pizza Hut - P885,Devyani International Limited,Grd And 1st Flr Khata/Khatauni No 107,124108/125 Khasra Nos 1667/1227/796/2,Village Nagwain Tehsil Aut District Mandi,Mandi,175121,Himachal Pradesh,FAST FOOD,NO
Pizza Hut - P873,Devyani International Limited,Ground Floor Purana Bazar Patta No 1249,Dag No 1287/1827 Block Purana Bazar,Mouza 3,Dimapur,797112,Nagaland,FAST FOOD,NO
Pizza Hut - P862,Devyani International Limited,Ground Floor Building 8/43 Hig,Mada Vasahat Birla College Campus Rd,Opposite Birla College,Mumbai,421301,Maharashtra,FAST FOOD,NO
Pizza Hut - P837,Devyani International Limited,Ground Floor Shop No 103 And 104,Jharpada Cuttack Puri Road,Bhubaneshwar,Cuttack,751006,Orissa,FAST FOOD,NO
Pizza Hut - P838,Devyani International Limited,Ground Floor Shop No 58 59,Centrium Premses Co Op Society Ltd,Lokhandwala Township,Mumbai,400101,Maharashtra,FAST FOOD,NO
Pizza Hut - P887,Devyani International Limited,H No 159 J D Road,Ward No 4,Kokrajhar,Kokrajhar,783370,Assam,FAST FOOD,NO
Pizza Hut - P859,Devyani International Limited,Premises No 2 First Floor,Opp Sheel Devanahalli Nh Service Road Nh 7 By Pass,Devanahalli Town,Bangalore,562110,Karnataka,FAST FOOD,NO
Pizza Hut - P835,Devyani International Limited,Shop No 7 Unity Heights,S V Road Opp Rani Sati Nagar,Malad West,Mumbai,400064,Maharashtra,FAST FOOD,NO
Pizza Hut - P819,Devyani International Limited,Shop No Gf 3a Ground Floor,Oasis Commercial Complex Nathanpur Haridwar Road,Jogiwala,Dehradun,248014,Uttarakhand,FAST FOOD,NO
Pizza Hut - P793,Devyani International Limited,Shop No 3 P275 A Ground Floor,Cit Scheme Ivm Po Narkeldanga P S,Phool Bagan,Kolkata,700054,West Bengal,FAST FOOD,NO
Pizza Hut - P872,Devyani International Limited,Sri Lakshmi Narasimha Plaza Annappa Layout,Kuvempu Badavanc Parappana Agrahara,Electronic City Singasandra,Bangalore,560100,Karnataka,FAST FOOD,NO
Pizza Hut - P827,Devyani International Limited,Unit No A Lgf 02 03 04 And 12a,Capital Highstreet Plot No Cp1 231,Industrial Area Apparel Park Jagat Pura,Jaipur,302017,Rajasthan,FAST FOOD,NO
Pizza Hut - P909,Devyani International Limited,Wsa Chainage 33 Lhs,Delhi Mumbai Expressway Nuh,Delhi Mumbai Expressway Nuh,Faridabad,121107,Haryana,FAST FOOD,NO
Pizza Hut - P876,Devyani International Limited,First Floor Huda Market,Sco No 6 Sector 31,Sector 31,Gurugram,122003,Haryana,FAST FOOD,NO
Smart,Reliance Retail Ltd,T5aa 543 87 Near Fedex Express K Block,Kidwai Nagar Kanpur Nagar,Kanpur Nagar,Kanpur,208011,Uttar Pradesh,SUPER MARKET,NO
Compass,Compass India Food Services Private Limited,Co Bank Of America Prism Tower 11th Floor,Behind Hypercity Mindspace Malad,Goregaon West,Mumbai,400104,Maharashtra,CANTEEN / CATERERS,NO
Pizza Hut,Sapphire Foods India Limited,Shop No 03 Located At Plot No 2/2b Plot No 3,Near Parichay Hotel Nagar Manmad Road,Savedi,Ahmednagar,414003,Maharashtra,FAST FOOD,NO
Boaprism11fl Cafe1,Compass India Food Services Private Limited,Bank Of America 5th Flr Prism Tower,Mindspace,Goregaon W,Mumbai,400060,Maharashtra,CANTEEN / CATERERS,YES
Boaguj 123a Gifthouse Apos1,Compass India Food Services Private Limited,Ba Continuum Ind Pvt Ltd Bldg No 15a Pragya,Block No 15a Zone 1 Gift Sez Gift City,Giftcity,Gandhinagar,382355,Gujarat,CANTEEN / CATERERS,YES
Boaguj 123a Giftcity 1f Grabngo Cos,Compass India Food Services Private Limited,Ba Continuum Ind Pvt Ltd Bldg No 15a Pragya,Block No 15a Zone 1 Gift Sez Gift City,Giftcity,Gandhinagar,382355,Gujarat,CANTEEN / CATERERS,YES
Boaguj 123a Giftcity 24f Apos,Compass India Food Services Private Limited,Ba Continuum Ind Pvt Ltd Bldg No 15a Pragya,Block No 15a Zone 1 Gift Sez Gift City,Giftcity,Gandhinagar,382355,Gujarat,CANTEEN / CATERERS,YES
Boaguj 123a Giftcity 24f Nnt Cos,Compass India Food Services Private Limited,Ba Continuum Ind Pvt Ltd Bldg No 15a Pragya,Block No 15a Zone 1 Gift Sez Gift City,Giftcity,Gandhinagar,382355,Gujarat,CANTEEN / CATERERS,YES
